Title,Product URL,Image URL,SKU,Price,Stock,Category,Size,Color
Ana Running Short,https://gopher1.extrkt.com/?product=ana-running-short&attribute_size=28&attribute_color=Black,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh10-black_main.jpg,WSH10-28-Black,£40.00,100 in stock,Eco Friendly|Clothing,28,Black
Ana Running Short,https://gopher1.extrkt.com/?product=ana-running-short&attribute_size=28&attribute_color=Orange,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh10-orange_main.jpg,WSH10-28-Orange,£40.00,100 in stock,Eco Friendly|Clothing,28,Orange
Ana Running Short,https://gopher1.extrkt.com/?product=ana-running-short&attribute_size=28&attribute_color=White,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh10-white_main.jpg,WSH10-28-White,£40.00,100 in stock,Eco Friendly|Clothing,28,White
Ana Running Short,https://gopher1.extrkt.com/?product=ana-running-short&attribute_size=29&attribute_color=Black,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh10-black_main.jpg,WSH10-29-Black,£40.00,100 in stock,Eco Friendly|Clothing,29,Black
Ana Running Short,https://gopher1.extrkt.com/?product=ana-running-short&attribute_size=29&attribute_color=Orange,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh10-orange_main.jpg,WSH10-29-Orange,£40.00,100 in stock,Eco Friendly|Clothing,29,Orange
Ana Running Short,https://gopher1.extrkt.com/?product=ana-running-short&attribute_size=29&attribute_color=White,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh10-white_main.jpg,WSH10-29-White,£40.00,100 in stock,Eco Friendly|Clothing,29,White
Angel Light Running Short,https://gopher1.extrkt.com/?product=angel-light-running-short&attribute_size=28&attribute_color=Gray,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh06-gray_main.jpg,WSH06-28-Gray,£42.00,100 in stock,Shorts,28,Gray
Angel Light Running Short,https://gopher1.extrkt.com/?product=angel-light-running-short&attribute_size=28&attribute_color=Orange,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh06-orange_main.jpg,WSH06-28-Orange,£42.00,100 in stock,Shorts,28,Orange
Angel Light Running Short,https://gopher1.extrkt.com/?product=angel-light-running-short&attribute_size=28&attribute_color=Purple,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh06-purple_main.jpg,WSH06-28-Purple,£42.00,100 in stock,Shorts,28,Purple
Angel Light Running Short,https://gopher1.extrkt.com/?product=angel-light-running-short&attribute_size=29&attribute_color=Gray,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh06-gray_main.jpg,WSH06-29-Gray,£42.00,100 in stock,Shorts,29,Gray
Angel Light Running Short,https://gopher1.extrkt.com/?product=angel-light-running-short&attribute_size=29&attribute_color=Orange,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh06-orange_main.jpg,WSH06-29-Orange,£42.00,100 in stock,Shorts,29,Orange
Angel Light Running Short,https://gopher1.extrkt.com/?product=angel-light-running-short&attribute_size=29&attribute_color=Purple,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh06-purple_main.jpg,WSH06-29-Purple,£42.00,100 in stock,Shorts,29,Purple
Antonia Racer Tank,https://gopher1.extrkt.com/?product=antonia-racer-tank&attribute_size=L&attribute_color=Black,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt08-black_main.jpg,WT08-L-Black,£34.00,100 in stock,Performance Fabrics|Clothing,L,Black
Antonia Racer Tank,https://gopher1.extrkt.com/?product=antonia-racer-tank&attribute_size=L&attribute_color=Purple,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt08-purple_main.jpg,WT08-L-Purple,£34.00,100 in stock,Performance Fabrics|Clothing,L,Purple
Antonia Racer Tank,https://gopher1.extrkt.com/?product=antonia-racer-tank&attribute_size=L&attribute_color=Yellow,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt08-yellow_main.jpg,WT08-L-Yellow,£34.00,100 in stock,Performance Fabrics|Clothing,L,Yellow
Antonia Racer Tank,https://gopher1.extrkt.com/?product=antonia-racer-tank&attribute_size=M&attribute_color=Black,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt08-black_main.jpg,WT08-M-Black,£34.00,100 in stock,Performance Fabrics|Clothing,M,Black
Antonia Racer Tank,https://gopher1.extrkt.com/?product=antonia-racer-tank&attribute_size=M&attribute_color=Purple,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt08-purple_main.jpg,WT08-M-Purple,£34.00,100 in stock,Performance Fabrics|Clothing,M,Purple
Antonia Racer Tank,https://gopher1.extrkt.com/?product=antonia-racer-tank&attribute_size=M&attribute_color=Yellow,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt08-yellow_main.jpg,WT08-M-Yellow,£34.00,100 in stock,Performance Fabrics|Clothing,M,Yellow
Antonia Racer Tank,https://gopher1.extrkt.com/?product=antonia-racer-tank&attribute_size=S&attribute_color=Black,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt08-black_main.jpg,WT08-S-Black,£34.00,100 in stock,Performance Fabrics|Clothing,S,Black
Antonia Racer Tank,https://gopher1.extrkt.com/?product=antonia-racer-tank&attribute_size=S&attribute_color=Purple,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt08-purple_main.jpg,WT08-S-Purple,£34.00,100 in stock,Performance Fabrics|Clothing,S,Purple
Antonia Racer Tank,https://gopher1.extrkt.com/?product=antonia-racer-tank&attribute_size=S&attribute_color=Yellow,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt08-yellow_main.jpg,WT08-S-Yellow,£34.00,100 in stock,Performance Fabrics|Clothing,S,Yellow
Antonia Racer Tank,https://gopher1.extrkt.com/?product=antonia-racer-tank&attribute_size=XL&attribute_color=Black,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt08-black_main.jpg,WT08-XL-Black,£34.00,100 in stock,Performance Fabrics|Clothing,XL,Black
Antonia Racer Tank,https://gopher1.extrkt.com/?product=antonia-racer-tank&attribute_size=XL&attribute_color=Purple,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt08-purple_main.jpg,WT08-XL-Purple,£34.00,100 in stock,Performance Fabrics|Clothing,XL,Purple
Antonia Racer Tank,https://gopher1.extrkt.com/?product=antonia-racer-tank&attribute_size=XL&attribute_color=Yellow,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt08-yellow_main.jpg,WT08-XL-Yellow,£34.00,100 in stock,Performance Fabrics|Clothing,XL,Yellow
Antonia Racer Tank,https://gopher1.extrkt.com/?product=antonia-racer-tank&attribute_size=XS&attribute_color=Black,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt08-black_main.jpg,WT08-XS-Black,£34.00,100 in stock,Performance Fabrics|Clothing,XS,Black
Antonia Racer Tank,https://gopher1.extrkt.com/?product=antonia-racer-tank&attribute_size=XS&attribute_color=Purple,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt08-purple_main.jpg,WT08-XS-Purple,£34.00,100 in stock,Performance Fabrics|Clothing,XS,Purple
Antonia Racer Tank,https://gopher1.extrkt.com/?product=antonia-racer-tank&attribute_size=XS&attribute_color=Yellow,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt08-yellow_main.jpg,WT08-XS-Yellow,£34.00,100 in stock,Performance Fabrics|Clothing,XS,Yellow
Apollo Running Short,https://gopher1.extrkt.com/?product=apollo-running-short&attribute_size=32&attribute_color=Black,https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh02-black_main.jpg,MSH02-32-Black,£32.50,100 in stock,Shorts,32,Black
Apollo Running Short,https://gopher1.extrkt.com/?product=apollo-running-short&attribute_size=33&attribute_color=Black,https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh02-black_main.jpg,MSH02-33-Black,£32.50,100 in stock,Shorts,33,Black
Apollo Running Short,https://gopher1.extrkt.com/?product=apollo-running-short&attribute_size=34&attribute_color=Black,https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh02-black_main.jpg,MSH02-34-Black,£32.50,100 in stock,Shorts,34,Black
Apollo Running Short,https://gopher1.extrkt.com/?product=apollo-running-short&attribute_size=36&attribute_color=Black,https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh02-black_main.jpg,MSH02-36-Black,£32.50,100 in stock,Shorts,36,Black
Arcadio Gym Short,https://gopher1.extrkt.com/?product=arcadio-gym-short&attribute_size=32&attribute_color=Black,https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh11-black_main.jpg,MSH11-32-Black,£20.00,100 in stock,Shorts,32,Black
Arcadio Gym Short,https://gopher1.extrkt.com/?product=arcadio-gym-short&attribute_size=32&attribute_color=Blue,https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh11-blue_main.jpg,MSH11-32-Blue,£20.00,100 in stock,Shorts,32,Blue
Arcadio Gym Short,https://gopher1.extrkt.com/?product=arcadio-gym-short&attribute_size=32&attribute_color=Red,https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh11-red_main.jpg,MSH11-32-Red,£20.00,100 in stock,Shorts,32,Red
Arcadio Gym Short,https://gopher1.extrkt.com/?product=arcadio-gym-short&attribute_size=33&attribute_color=Black,https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh11-black_main.jpg,MSH11-33-Black,£20.00,100 in stock,Shorts,33,Black
Arcadio Gym Short,https://gopher1.extrkt.com/?product=arcadio-gym-short&attribute_size=33&attribute_color=Blue,https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh11-blue_main.jpg,MSH11-33-Blue,£20.00,100 in stock,Shorts,33,Blue
Arcadio Gym Short,https://gopher1.extrkt.com/?product=arcadio-gym-short&attribute_size=33&attribute_color=Red,https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh11-red_main.jpg,MSH11-33-Red,£20.00,100 in stock,Shorts,33,Red
Arcadio Gym Short,https://gopher1.extrkt.com/?product=arcadio-gym-short&attribute_size=34&attribute_color=Black,https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh11-black_main.jpg,MSH11-34-Black,£20.00,100 in stock,Shorts,34,Black
Arcadio Gym Short,https://gopher1.extrkt.com/?product=arcadio-gym-short&attribute_size=34&attribute_color=Blue,https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh11-blue_main.jpg,MSH11-34-Blue,£20.00,100 in stock,Shorts,34,Blue
Arcadio Gym Short,https://gopher1.extrkt.com/?product=arcadio-gym-short&attribute_size=34&attribute_color=Red,https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh11-red_main.jpg,MSH11-34-Red,£20.00,100 in stock,Shorts,34,Red
Arcadio Gym Short,https://gopher1.extrkt.com/?product=arcadio-gym-short&attribute_size=36&attribute_color=Black,https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh11-black_main.jpg,MSH11-36-Black,£20.00,100 in stock,Shorts,36,Black
Arcadio Gym Short,https://gopher1.extrkt.com/?product=arcadio-gym-short&attribute_size=36&attribute_color=Blue,https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh11-blue_main.jpg,MSH11-36-Blue,£20.00,100 in stock,Shorts,36,Blue
Arcadio Gym Short,https://gopher1.extrkt.com/?product=arcadio-gym-short&attribute_size=36&attribute_color=Red,https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh11-red_main.jpg,MSH11-36-Red,£20.00,100 in stock,Shorts,36,Red
Argus All-Weather Tank,https://gopher1.extrkt.com/?product=argus-all-weather-tank&attribute_size=L&attribute_color=Gray,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mt07-gray_main.jpg,MT07-L-Gray,£22.00,100 in stock,Eco Friendly|Clothing,L,Gray
Argus All-Weather Tank,https://gopher1.extrkt.com/?product=argus-all-weather-tank&attribute_size=M&attribute_color=Gray,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mt07-gray_main.jpg,MT07-M-Gray,£22.00,100 in stock,Eco Friendly|Clothing,M,Gray
Argus All-Weather Tank,https://gopher1.extrkt.com/?product=argus-all-weather-tank&attribute_size=S&attribute_color=Gray,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mt07-gray_main.jpg,MT07-S-Gray,£22.00,100 in stock,Eco Friendly|Clothing,S,Gray
Argus All-Weather Tank,https://gopher1.extrkt.com/?product=argus-all-weather-tank&attribute_size=XL&attribute_color=Gray,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mt07-gray_main.jpg,MT07-XL-Gray,£22.00,100 in stock,Eco Friendly|Clothing,XL,Gray
Argus All-Weather Tank,https://gopher1.extrkt.com/?product=argus-all-weather-tank&attribute_size=XS&attribute_color=Gray,https://gopher1.extrkt.com/wp-content/uploads/2023/11/mt07-gray_main.jpg,MT07-XS-Gray,£22.00,100 in stock,Eco Friendly|Clothing,XS,Gray
Ariel Roll Sleeve Sweatshirt,https://gopher1.extrkt.com/?product=ariel-roll-sleeve-sweatshirt&attribute_size=L&attribute_color=Green,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh09-green_main.jpg,WH09-L-Green,£39.00,100 in stock,Eco Friendly|Clothing,L,Green
Ariel Roll Sleeve Sweatshirt,https://gopher1.extrkt.com/?product=ariel-roll-sleeve-sweatshirt&attribute_size=L&attribute_color=Purple,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh09-purple_main.jpg,WH09-L-Purple,£39.00,100 in stock,Eco Friendly|Clothing,L,Purple
Ariel Roll Sleeve Sweatshirt,https://gopher1.extrkt.com/?product=ariel-roll-sleeve-sweatshirt&attribute_size=L&attribute_color=Red,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh09-red_main.jpg,WH09-L-Red,£39.00,100 in stock,Eco Friendly|Clothing,L,Red
Ariel Roll Sleeve Sweatshirt,https://gopher1.extrkt.com/?product=ariel-roll-sleeve-sweatshirt&attribute_size=M&attribute_color=Green,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh09-green_main.jpg,WH09-M-Green,£39.00,100 in stock,Eco Friendly|Clothing,M,Green
Ariel Roll Sleeve Sweatshirt,https://gopher1.extrkt.com/?product=ariel-roll-sleeve-sweatshirt&attribute_size=M&attribute_color=Purple,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh09-purple_main.jpg,WH09-M-Purple,£39.00,100 in stock,Eco Friendly|Clothing,M,Purple
Ariel Roll Sleeve Sweatshirt,https://gopher1.extrkt.com/?product=ariel-roll-sleeve-sweatshirt&attribute_size=M&attribute_color=Red,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh09-red_main.jpg,WH09-M-Red,£39.00,100 in stock,Eco Friendly|Clothing,M,Red
Ariel Roll Sleeve Sweatshirt,https://gopher1.extrkt.com/?product=ariel-roll-sleeve-sweatshirt&attribute_size=S&attribute_color=Green,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh09-green_main.jpg,WH09-S-Green,£39.00,100 in stock,Eco Friendly|Clothing,S,Green
Ariel Roll Sleeve Sweatshirt,https://gopher1.extrkt.com/?product=ariel-roll-sleeve-sweatshirt&attribute_size=S&attribute_color=Purple,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh09-purple_main.jpg,WH09-S-Purple,£39.00,100 in stock,Eco Friendly|Clothing,S,Purple
Ariel Roll Sleeve Sweatshirt,https://gopher1.extrkt.com/?product=ariel-roll-sleeve-sweatshirt&attribute_size=S&attribute_color=Red,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh09-red_main.jpg,WH09-S-Red,£39.00,100 in stock,Eco Friendly|Clothing,S,Red
Ariel Roll Sleeve Sweatshirt,https://gopher1.extrkt.com/?product=ariel-roll-sleeve-sweatshirt&attribute_size=XL&attribute_color=Green,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh09-green_main.jpg,WH09-XL-Green,£39.00,100 in stock,Eco Friendly|Clothing,XL,Green
Ariel Roll Sleeve Sweatshirt,https://gopher1.extrkt.com/?product=ariel-roll-sleeve-sweatshirt&attribute_size=XL&attribute_color=Purple,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh09-purple_main.jpg,WH09-XL-Purple,£39.00,100 in stock,Eco Friendly|Clothing,XL,Purple
Ariel Roll Sleeve Sweatshirt,https://gopher1.extrkt.com/?product=ariel-roll-sleeve-sweatshirt&attribute_size=XL&attribute_color=Red,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh09-red_main.jpg,WH09-XL-Red,£39.00,100 in stock,Eco Friendly|Clothing,XL,Red
Ariel Roll Sleeve Sweatshirt,https://gopher1.extrkt.com/?product=ariel-roll-sleeve-sweatshirt&attribute_size=XS&attribute_color=Green,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh09-green_main.jpg,WH09-XS-Green,£39.00,100 in stock,Eco Friendly|Clothing,XS,Green
Ariel Roll Sleeve Sweatshirt,https://gopher1.extrkt.com/?product=ariel-roll-sleeve-sweatshirt&attribute_size=XS&attribute_color=Purple,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh09-purple_main.jpg,WH09-XS-Purple,£39.00,100 in stock,Eco Friendly|Clothing,XS,Purple
Ariel Roll Sleeve Sweatshirt,https://gopher1.extrkt.com/?product=ariel-roll-sleeve-sweatshirt&attribute_size=XS&attribute_color=Red,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh09-red_main.jpg,WH09-XS-Red,£39.00,100 in stock,Eco Friendly|Clothing,XS,Red
Artemis Running Short,https://gopher1.extrkt.com/?product=artemis-running-short&attribute_size=28&attribute_color=Black,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh04-black_main.jpg,WSH04-28-Black,£45.00,100 in stock,Shorts,28,Black
Artemis Running Short,https://gopher1.extrkt.com/?product=artemis-running-short&attribute_size=28&attribute_color=Green,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh04-green_main.jpg,WSH04-28-Green,£45.00,100 in stock,Shorts,28,Green
Artemis Running Short,https://gopher1.extrkt.com/?product=artemis-running-short&attribute_size=28&attribute_color=Orange,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh04-orange_main.jpg,WSH04-28-Orange,£45.00,100 in stock,Shorts,28,Orange
Artemis Running Short,https://gopher1.extrkt.com/?product=artemis-running-short&attribute_size=29&attribute_color=Black,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh04-black_main.jpg,WSH04-29-Black,£45.00,100 in stock,Shorts,29,Black
Artemis Running Short,https://gopher1.extrkt.com/?product=artemis-running-short&attribute_size=29&attribute_color=Green,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh04-green_main.jpg,WSH04-29-Green,£45.00,100 in stock,Shorts,29,Green
Artemis Running Short,https://gopher1.extrkt.com/?product=artemis-running-short&attribute_size=29&attribute_color=Orange,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh04-orange_main.jpg,WSH04-29-Orange,£45.00,100 in stock,Shorts,29,Orange
Artemis Running Short,https://gopher1.extrkt.com/?product=artemis-running-short&attribute_size=30&attribute_color=Black,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh04-black_main.jpg,WSH04-30-Black,£45.00,100 in stock,Shorts,30,Black
Artemis Running Short,https://gopher1.extrkt.com/?product=artemis-running-short&attribute_size=30&attribute_color=Green,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh04-green_main.jpg,WSH04-30-Green,£45.00,100 in stock,Shorts,30,Green
Artemis Running Short,https://gopher1.extrkt.com/?product=artemis-running-short&attribute_size=30&attribute_color=Orange,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh04-orange_main.jpg,WSH04-30-Orange,£45.00,100 in stock,Shorts,30,Orange
Artemis Running Short,https://gopher1.extrkt.com/?product=artemis-running-short&attribute_size=31&attribute_color=Black,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh04-black_main.jpg,WSH04-31-Black,£45.00,100 in stock,Shorts,31,Black
Artemis Running Short,https://gopher1.extrkt.com/?product=artemis-running-short&attribute_size=31&attribute_color=Green,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh04-green_main.jpg,WSH04-31-Green,£45.00,100 in stock,Shorts,31,Green
Artemis Running Short,https://gopher1.extrkt.com/?product=artemis-running-short&attribute_size=31&attribute_color=Orange,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh04-orange_main.jpg,WSH04-31-Orange,£45.00,100 in stock,Shorts,31,Orange
Artemis Running Short,https://gopher1.extrkt.com/?product=artemis-running-short&attribute_size=32&attribute_color=Black,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh04-black_main.jpg,WSH04-32-Black,£45.00,100 in stock,Shorts,32,Black
Artemis Running Short,https://gopher1.extrkt.com/?product=artemis-running-short&attribute_size=32&attribute_color=Green,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh04-green_main.jpg,WSH04-32-Green,£45.00,100 in stock,Shorts,32,Green
Artemis Running Short,https://gopher1.extrkt.com/?product=artemis-running-short&attribute_size=32&attribute_color=Orange,https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh04-orange_main.jpg,WSH04-32-Orange,£45.00,100 in stock,Shorts,32,Orange
